_id,slug,title,link,total_price,rent_price,price_per_meter,meter_area,rooms,created_at,Street,City,Province
65121793,okazja-2-pokoje-garaz-podziemny-balkon-ID4pf9w,Okazja!/ 2 pokoje/Garaż podziemny/Balkon,https://www.otodom.pl/pl/ofertaokazja-2-pokoje-garaz-podziemny-balkon-ID4pf9w,619000PLN,790PLN,14329PLN,43.2,ONE,2024-02-19 15:05:08,,Warszawa,mazowieckie
65150975,apartamenty-talarowa-mieszkanie-3-pok-at-a43-ID4pmKb,Apartamenty Talarowa | mieszkanie 3-pok. | AT-A43,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-3-pok-at-a43-ID4pmKb,,,,63.76,THREE,2024-02-27 10:04:52,ul. Talarowa,Warszawa,mazowieckie
65150301,3-pok-w-przedwojenne-kamienicy-na-pradze-polnoc-ID4pmzj,3 pok. w przedwojenne kamienicy na Pradze-Północ,https://www.otodom.pl/pl/oferta3-pok-w-przedwojenne-kamienicy-na-pradze-polnoc-ID4pmzj,1090000PLN,,17440PLN,62.5,THREE,2024-02-26 23:06:15,ul. 11 Listopada,Warszawa,mazowieckie
65054435,4-pokojowe-mieszkanie-66m2-balkon-bezposrednio-ID4oXD5,4-pokojowe mieszkanie 66m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta4-pokojowe-mieszkanie-66m2-balkon-bezposrednio-ID4oXD5,,,,66.48,FOUR,2024-02-01 11:53:03,ul. Chodakowska,Warszawa,mazowieckie
65054543,4-pokojowe-mieszkanie-62m2-balkon-bez-prowizji-ID4oXEP,4-pokojowe mieszkanie 62m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta4-pokojowe-mieszkanie-62m2-balkon-bez-prowizji-ID4oXEP,701165PLN,,11300PLN,62.05,FOUR,2024-02-01 11:57:08,ul. Mochtyńska,Warszawa,mazowieckie
65141348,mieszkanie-35-40-m-warszawa-ID4pkeU,"Mieszkanie, 35,40 m², Warszawa",https://www.otodom.pl/pl/ofertamieszkanie-35-40-m-warszawa-ID4pkeU,698000PLN,660PLN,19718PLN,35.4,TWO,2024-02-23 18:55:21,,Warszawa,mazowieckie
65084581,comfort-and-luxury-in-the-heart-of-warsaw-ID4p5tj,Comfort and luxury in the heart of Warsaw,https://www.otodom.pl/pl/ofertacomfort-and-luxury-in-the-heart-of-warsaw-ID4p5tj,2890000PLN,1800PLN,53519PLN,54,TWO,2024-02-09 07:37:49,ul. Twarda,Warszawa,mazowieckie
65054529,3-pokojowe-mieszkanie-48m2-2-balkony-ID4oXEB,3-pokojowe mieszkanie 48m2 + 2 balkony,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-48m2-2-balkony-ID4oXEB,580920PLN,,12000PLN,48.41,THREE,2024-02-01 11:57:02,ul. Mochtyńska,Warszawa,mazowieckie
65150973,apartamenty-talarowa-mieszkanie-3-pok-at-a02-ID4pmK9,Apartamenty Talarowa | mieszkanie 3-pok. | AT-A02,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-3-pok-at-a02-ID4pmK9,,,,63.32,THREE,2024-02-27 10:04:51,ul. Talarowa,Warszawa,mazowieckie
65121825,2-pokoje-sloneczne-garderoba-komorka-lokatorska-ID4pfa1,"2 pokoje, słoneczne, garderoba, komórka lokatorska",https://www.otodom.pl/pl/oferta2-pokoje-sloneczne-garderoba-komorka-lokatorska-ID4pfa1,1030880PLN,790PLN,18950PLN,54.4,TWO,2024-02-19 15:10:00,,Warszawa,mazowieckie
65156336,3-pokojowe-mieszkanie-63m2-ogrodek-ID4po8E,3-pokojowe mieszkanie 63m2 + ogródek,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-63m2-ogrodek-ID4po8E,,,,63.67,THREE,2024-02-28 11:16:17,ul. Szeligowska,Macierzysz,mazowieckie
65061547,niepowtarzalny-luksusowy-apartament-mokotow-taras-ID4oZtN,"Niepowtarzalny luksusowy apartament Mokotów,taras!",https://www.otodom.pl/pl/ofertaniepowtarzalny-luksusowy-apartament-mokotow-taras-ID4oZtN,7900000PLN,4000PLN,28214PLN,280,FOUR,2024-02-02 18:30:21,al. Aleja Wilanowska,Warszawa,mazowieckie
65103540,3-pokojowe-mieszkanie-55m2-ogrodek-bezposrednio-ID4pap6,3-pokojowe mieszkanie 55m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-55m2-ogrodek-bezposrednio-ID4pap6,,,,55.08,THREE,2024-02-14 14:09:14,ul. Marywilska,Warszawa,mazowieckie
65156357,4-pokojowe-mieszkanie-75m2-balkon-bez-prowizji-ID4po8Z,4-pokojowe mieszkanie 75m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta4-pokojowe-mieszkanie-75m2-balkon-bez-prowizji-ID4po8Z,,,,75.85,FOUR,2024-02-28 11:16:21,ul. Szeligowska,Macierzysz,mazowieckie
65073907,sprzedaz-mieszkania-warszawa-ul-wilcza-52-40-m2-ID4p2H9,"Sprzedaż mieszkania Warszawa ul. Wilcza 52,40 m2",https://www.otodom.pl/pl/ofertasprzedaz-mieszkania-warszawa-ul-wilcza-52-40-m2-ID4p2H9,1200000PLN,800PLN,22901PLN,52.4,TWO,2024-02-06 15:29:36,,Warszawa,mazowieckie
65156330,2-pokojowe-mieszkanie-44m2-ogrodek-ID4po8y,2-pokojowe mieszkanie 44m2 + ogródek,https://www.otodom.pl/pl/oferta2-pokojowe-mieszkanie-44m2-ogrodek-ID4po8y,,,,44.1,TWO,2024-02-28 11:16:14,ul. Szeligowska,Macierzysz,mazowieckie
65103549,4-pokojowe-mieszkanie-80m2-2-loggie-ID4papf,4-pokojowe mieszkanie 80m2 + 2 loggie,https://www.otodom.pl/pl/oferta4-pokojowe-mieszkanie-80m2-2-loggie-ID4papf,,,,80.27,FOUR,2024-02-14 14:09:32,ul. Marywilska,Warszawa,mazowieckie
65077930,mieszkanie-zawiszy-14-wola-bezposrednio-ID4p3K2,"Mieszkanie Zawiszy 14, wola, BEZPOŚREDNIO",https://www.otodom.pl/pl/ofertamieszkanie-zawiszy-14-wola-bezposrednio-ID4p3K2,800000PLN,,20000PLN,40,TWO,2024-02-07 14:30:32,ul. Zawiszy,Warszawa,mazowieckie
65150974,apartamenty-talarowa-mieszkanie-3-pok-at-a04-ID4pmKa,Apartamenty Talarowa | mieszkanie 3-pok. | AT-A04,https://www.otodom.pl/pl/ofertaapartamenty-talarowa-mieszkanie-3-pok-at-a04-ID4pmKa,,,,57.35,THREE,2024-02-27 10:04:51,ul. Talarowa,Warszawa,mazowieckie
65089571,trzypokojowe-mieszkanie-malcuzynskiego-natolin-ID4p6LN,Trzypokojowe mieszkanie Małcużyńskiego Natolin,https://www.otodom.pl/pl/ofertatrzypokojowe-mieszkanie-malcuzynskiego-natolin-ID4p6LN,1200000PLN,1480PLN,16000PLN,75,THREE,2024-02-10 19:21:52,ul. Witolda Małcużyńskiego,Warszawa,mazowieckie
65103547,3-pokojowe-mieszkanie-59m2-loggia-ID4papd,3-pokojowe mieszkanie 59m2 + loggia,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-59m2-loggia-ID4papd,,,,59.55,THREE,2024-02-14 14:09:17,ul. Marywilska,Warszawa,mazowieckie
65134686,5-pokojowe-mieszkanie-93m2-balkon-bez-prowizji-ID4piws,5-pokojowe mieszkanie 93m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta5-pokojowe-mieszkanie-93m2-balkon-bez-prowizji-ID4piws,,,,93.17,FIVE,2024-02-22 12:36:42,ul. Sycylijska,Warszawa,mazowieckie
65086507,5-pokojowe-mieszkanie-104m2-balkon-bezposrednio-ID4p5Yn,5-pokojowe mieszkanie 104m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta5-pokojowe-mieszkanie-104m2-balkon-bezposrednio-ID4p5Yn,,,,104.83,FIVE,2024-02-09 14:59:53,ul. Sarmacka,Warszawa,mazowieckie
65156322,3-pokojowe-mieszkanie-50m2-taras-bez-prowizji-ID4po8q,3-pokojowe mieszkanie 50m2 + taras Bez Prowizji,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-50m2-taras-bez-prowizji-ID4po8q,,,,50.14,THREE,2024-02-28 11:16:10,ul. Oliwska,Warszawa,mazowieckie
65111118,mieszkanie-62-6m2-duzy-balkon-ID4pcnk,"Mieszkanie 62,6m2 - duży balkon",https://www.otodom.pl/pl/ofertamieszkanie-62-6m2-duzy-balkon-ID4pcnk,839242PLN,,13400PLN,62.63,THREE,2024-02-16 10:59:11,ul. Kazimierza Szałasa,Warszawa,mazowieckie
65103537,3-pokojowe-mieszkanie-59m2-2-loggie-bezposrednio-ID4pap3,3-pokojowe mieszkanie 59m2 + 2 loggie Bezpośrednio,https://www.otodom.pl/pl/oferta3-pokojowe-mieszkanie-59m2-2-loggie-bezposrednio-ID4pap3,,,,59.55,THREE,2024-02-14 14:09:14,ul. Marywilska,Warszawa,mazowieckie
